batch,loss,accuracy
295,"tensor(2.9239, device='cuda:0', grad_fn=<NllLossBackward0>)",0.31
296,"tensor(2.9989, device='cuda:0', grad_fn=<NllLossBackward0>)",0.306
297,"tensor(2.9511, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
298,"tensor(3.0368, device='cuda:0', grad_fn=<NllLossBackward0>)",0.307
299,"tensor(2.9153, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
300,"tensor(2.8984, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
301,"tensor(2.9196, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
302,"tensor(3.1390, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
303,"tensor(3.2122, device='cuda:0', grad_fn=<NllLossBackward0>)",0.282
304,"tensor(2.8145, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
305,"tensor(2.9156, device='cuda:0', grad_fn=<NllLossBackward0>)",0.301
306,"tensor(2.8861, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
307,"tensor(2.7756, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
308,"tensor(2.9303, device='cuda:0', grad_fn=<NllLossBackward0>)",0.304
309,"tensor(2.9790, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
310,"tensor(3.0616, device='cuda:0', grad_fn=<NllLossBackward0>)",0.301
311,"tensor(2.9623, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
312,"tensor(3.0980, device='cuda:0', grad_fn=<NllLossBackward0>)",0.294
313,"tensor(2.8824, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
314,"tensor(2.9626, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
315,"tensor(3.0458, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
316,"tensor(2.9600, device='cuda:0', grad_fn=<NllLossBackward0>)",0.297
317,"tensor(3.0455, device='cuda:0', grad_fn=<NllLossBackward0>)",0.302
318,"tensor(2.9802, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
319,"tensor(2.9252, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
320,"tensor(3.0105, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
321,"tensor(2.9209, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
322,"tensor(2.9593, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
323,"tensor(2.9411, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
324,"tensor(2.8903, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
325,"tensor(3.1846, device='cuda:0', grad_fn=<NllLossBackward0>)",0.29
326,"tensor(2.9831, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
327,"tensor(3.0235, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
328,"tensor(2.8209, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
329,"tensor(3.0895, device='cuda:0', grad_fn=<NllLossBackward0>)",0.305
330,"tensor(2.8424, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
331,"tensor(3.1378, device='cuda:0', grad_fn=<NllLossBackward0>)",0.302
332,"tensor(2.8927, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
333,"tensor(3.0250, device='cuda:0', grad_fn=<NllLossBackward0>)",0.301
334,"tensor(2.9182, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
335,"tensor(2.9419, device='cuda:0', grad_fn=<NllLossBackward0>)",0.299
336,"tensor(2.9571, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
337,"tensor(2.9714, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
338,"tensor(3.0103, device='cuda:0', grad_fn=<NllLossBackward0>)",0.289
339,"tensor(2.9953, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
340,"tensor(2.8759, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
341,"tensor(2.8644, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
342,"tensor(3.1138, device='cuda:0', grad_fn=<NllLossBackward0>)",0.289
343,"tensor(2.9579, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
344,"tensor(2.9030, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
345,"tensor(2.9706, device='cuda:0', grad_fn=<NllLossBackward0>)",0.297
346,"tensor(2.7898, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
347,"tensor(2.7359, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
348,"tensor(2.9897, device='cuda:0', grad_fn=<NllLossBackward0>)",0.287
349,"tensor(2.8644, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
350,"tensor(3.0176, device='cuda:0', grad_fn=<NllLossBackward0>)",0.31
351,"tensor(2.9455, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
352,"tensor(2.8418, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
353,"tensor(2.9294, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
354,"tensor(2.8597, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
355,"tensor(2.9648, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
356,"tensor(2.8760, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
357,"tensor(2.8287, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
358,"tensor(2.9417, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
359,"tensor(2.7354, device='cuda:0', grad_fn=<NllLossBackward0>)",0.368
360,"tensor(3.0049, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
361,"tensor(3.0158, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
362,"tensor(2.8367, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
363,"tensor(2.8598, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
364,"tensor(2.9282, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
365,"tensor(2.8778, device='cuda:0', grad_fn=<NllLossBackward0>)",0.323
366,"tensor(2.9721, device='cuda:0', grad_fn=<NllLossBackward0>)",0.299
367,"tensor(2.8859, device='cuda:0', grad_fn=<NllLossBackward0>)",0.323
368,"tensor(2.8755, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
369,"tensor(2.9826, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
370,"tensor(2.9470, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
371,"tensor(2.7688, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
372,"tensor(2.9243, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
373,"tensor(3.0626, device='cuda:0', grad_fn=<NllLossBackward0>)",0.308
374,"tensor(3.0372, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
375,"tensor(2.9711, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
376,"tensor(2.8730, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
377,"tensor(2.9136, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
378,"tensor(2.9113, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
379,"tensor(2.9959, device='cuda:0', grad_fn=<NllLossBackward0>)",0.306
380,"tensor(3.0160, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
381,"tensor(2.9196, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
382,"tensor(2.8962, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
383,"tensor(2.9241, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
384,"tensor(3.0016, device='cuda:0', grad_fn=<NllLossBackward0>)",0.309
385,"tensor(2.9878, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
386,"tensor(2.8731, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
387,"tensor(2.8912, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
388,"tensor(2.8653, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
389,"tensor(2.8959, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
390,"tensor(3.0786, device='cuda:0', grad_fn=<NllLossBackward0>)",0.298
391,"tensor(2.9248, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
392,"tensor(2.9505, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
393,"tensor(3.0237, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
394,"tensor(2.9354, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
395,"tensor(2.8381, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
396,"tensor(2.9137, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
397,"tensor(2.9407, device='cuda:0', grad_fn=<NllLossBackward0>)",0.323
398,"tensor(2.9562, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
399,"tensor(2.8846, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
400,"tensor(2.9070, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
401,"tensor(2.9780, device='cuda:0', grad_fn=<NllLossBackward0>)",0.309
402,"tensor(2.9687, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
403,"tensor(3.0927, device='cuda:0', grad_fn=<NllLossBackward0>)",0.301
404,"tensor(3.0122, device='cuda:0', grad_fn=<NllLossBackward0>)",0.309
405,"tensor(2.9353, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
406,"tensor(2.9637, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
407,"tensor(2.8585, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
408,"tensor(2.9282, device='cuda:0', grad_fn=<NllLossBackward0>)",0.29
409,"tensor(3.0522, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
410,"tensor(2.8886, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
411,"tensor(3.0362, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
412,"tensor(2.9105, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
413,"tensor(2.9153, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
414,"tensor(2.8246, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
415,"tensor(3.0186, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
416,"tensor(3.1080, device='cuda:0', grad_fn=<NllLossBackward0>)",0.298
417,"tensor(2.7859, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
418,"tensor(2.9715, device='cuda:0', grad_fn=<NllLossBackward0>)",0.307
419,"tensor(2.9553, device='cuda:0', grad_fn=<NllLossBackward0>)",0.31
420,"tensor(2.8835, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
421,"tensor(2.9767, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
422,"tensor(3.0152, device='cuda:0', grad_fn=<NllLossBackward0>)",0.305
423,"tensor(2.9432, device='cuda:0', grad_fn=<NllLossBackward0>)",0.306
424,"tensor(2.8022, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
425,"tensor(2.8405, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
426,"tensor(2.8784, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
427,"tensor(2.8342, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
428,"tensor(2.9407, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
429,"tensor(2.7258, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
430,"tensor(3.0039, device='cuda:0', grad_fn=<NllLossBackward0>)",0.306
431,"tensor(3.0854, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
432,"tensor(3.0448, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
433,"tensor(2.8214, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
434,"tensor(2.9713, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
435,"tensor(2.9399, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
436,"tensor(2.8110, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
437,"tensor(2.9506, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
438,"tensor(2.9533, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
439,"tensor(2.9191, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
440,"tensor(2.9931, device='cuda:0', grad_fn=<NllLossBackward0>)",0.294
441,"tensor(3.0642, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
442,"tensor(2.8656, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
443,"tensor(2.9995, device='cuda:0', grad_fn=<NllLossBackward0>)",0.276
444,"tensor(3.0394, device='cuda:0', grad_fn=<NllLossBackward0>)",0.286
445,"tensor(2.9707, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
446,"tensor(2.8298, device='cuda:0', grad_fn=<NllLossBackward0>)",0.364
447,"tensor(2.9379, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
448,"tensor(2.7935, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
449,"tensor(2.9448, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
450,"tensor(2.8052, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
451,"tensor(2.9502, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
452,"tensor(2.8221, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
453,"tensor(2.9899, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
454,"tensor(2.8851, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
455,"tensor(2.8142, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
456,"tensor(2.9027, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
457,"tensor(2.9848, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
458,"tensor(2.8841, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
459,"tensor(3.0040, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
460,"tensor(2.9279, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
461,"tensor(2.8952, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
462,"tensor(3.0248, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
463,"tensor(2.9869, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
464,"tensor(2.9702, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
465,"tensor(2.9910, device='cuda:0', grad_fn=<NllLossBackward0>)",0.292
466,"tensor(2.9465, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
467,"tensor(2.8569, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
468,"tensor(2.8374, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
469,"tensor(2.8348, device='cuda:0', grad_fn=<NllLossBackward0>)",0.323
470,"tensor(3.0263, device='cuda:0', grad_fn=<NllLossBackward0>)",0.308
471,"tensor(2.8922, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
472,"tensor(2.8583, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
473,"tensor(3.0389, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
474,"tensor(2.7851, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
475,"tensor(2.7958, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
476,"tensor(2.8009, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
477,"tensor(2.8926, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
478,"tensor(2.8490, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
479,"tensor(2.8879, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
480,"tensor(2.9742, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
481,"tensor(2.9450, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
482,"tensor(2.9933, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
483,"tensor(2.9695, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
484,"tensor(3.0344, device='cuda:0', grad_fn=<NllLossBackward0>)",0.293
485,"tensor(2.9753, device='cuda:0', grad_fn=<NllLossBackward0>)",0.302
486,"tensor(2.9564, device='cuda:0', grad_fn=<NllLossBackward0>)",0.307
487,"tensor(2.9216, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
488,"tensor(2.9719, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
489,"tensor(3.1322, device='cuda:0', grad_fn=<NllLossBackward0>)",0.296
490,"tensor(3.0211, device='cuda:0', grad_fn=<NllLossBackward0>)",0.287
491,"tensor(2.9965, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
492,"tensor(2.9713, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
493,"tensor(2.9392, device='cuda:0', grad_fn=<NllLossBackward0>)",0.301
494,"tensor(2.8553, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
495,"tensor(2.9171, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
496,"tensor(2.9274, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
497,"tensor(2.9202, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
498,"tensor(2.9736, device='cuda:0', grad_fn=<NllLossBackward0>)",0.302
499,"tensor(2.8712, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
500,"tensor(2.8647, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
501,"tensor(2.9289, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
502,"tensor(2.9668, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
503,"tensor(2.8438, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
504,"tensor(2.8060, device='cuda:0', grad_fn=<NllLossBackward0>)",0.356
505,"tensor(2.9923, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
506,"tensor(2.8716, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
507,"tensor(3.0576, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
508,"tensor(2.8529, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
509,"tensor(2.9696, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
510,"tensor(2.9005, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
511,"tensor(3.0307, device='cuda:0', grad_fn=<NllLossBackward0>)",0.305
512,"tensor(2.8727, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
513,"tensor(2.9359, device='cuda:0', grad_fn=<NllLossBackward0>)",0.309
514,"tensor(2.9872, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
515,"tensor(2.8932, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
516,"tensor(2.8424, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
517,"tensor(2.8894, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
518,"tensor(2.9421, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
519,"tensor(2.9703, device='cuda:0', grad_fn=<NllLossBackward0>)",0.297
520,"tensor(3.0695, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
521,"tensor(2.8983, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
522,"tensor(2.8752, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
523,"tensor(2.9843, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
524,"tensor(3.0010, device='cuda:0', grad_fn=<NllLossBackward0>)",0.307
525,"tensor(2.8679, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
526,"tensor(2.9243, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
527,"tensor(2.9674, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
528,"tensor(2.9857, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
529,"tensor(2.8290, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
530,"tensor(2.9311, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
531,"tensor(3.0350, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
532,"tensor(2.9506, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
533,"tensor(2.9904, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
534,"tensor(2.9046, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
535,"tensor(2.9991, device='cuda:0', grad_fn=<NllLossBackward0>)",0.293
536,"tensor(2.9823, device='cuda:0', grad_fn=<NllLossBackward0>)",0.302
537,"tensor(3.0886, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
538,"tensor(2.9114, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
539,"tensor(2.9802, device='cuda:0', grad_fn=<NllLossBackward0>)",0.3
540,"tensor(2.9122, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
541,"tensor(2.9238, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
542,"tensor(3.1035, device='cuda:0', grad_fn=<NllLossBackward0>)",0.286
543,"tensor(2.9766, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
544,"tensor(3.1655, device='cuda:0', grad_fn=<NllLossBackward0>)",0.281
545,"tensor(2.9794, device='cuda:0', grad_fn=<NllLossBackward0>)",0.31
546,"tensor(2.9781, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
547,"tensor(2.9483, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
548,"tensor(2.9343, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
549,"tensor(3.0279, device='cuda:0', grad_fn=<NllLossBackward0>)",0.283
550,"tensor(3.0350, device='cuda:0', grad_fn=<NllLossBackward0>)",0.291
551,"tensor(3.0491, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
552,"tensor(2.9121, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
553,"tensor(2.9696, device='cuda:0', grad_fn=<NllLossBackward0>)",0.307
554,"tensor(2.9395, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
555,"tensor(2.8523, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
556,"tensor(2.9681, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
557,"tensor(3.0790, device='cuda:0', grad_fn=<NllLossBackward0>)",0.272
558,"tensor(2.7913, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
559,"tensor(2.9606, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
560,"tensor(2.8992, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
561,"tensor(3.0689, device='cuda:0', grad_fn=<NllLossBackward0>)",0.294
562,"tensor(2.8423, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
563,"tensor(2.7807, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
564,"tensor(2.9882, device='cuda:0', grad_fn=<NllLossBackward0>)",0.293
565,"tensor(2.8744, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
566,"tensor(3.0026, device='cuda:0', grad_fn=<NllLossBackward0>)",0.299
567,"tensor(2.9650, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
568,"tensor(3.0109, device='cuda:0', grad_fn=<NllLossBackward0>)",0.3
569,"tensor(2.7895, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
570,"tensor(2.9951, device='cuda:0', grad_fn=<NllLossBackward0>)",0.295
571,"tensor(2.9459, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
572,"tensor(3.0463, device='cuda:0', grad_fn=<NllLossBackward0>)",0.309
573,"tensor(2.9691, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
574,"tensor(2.9859, device='cuda:0', grad_fn=<NllLossBackward0>)",0.305
575,"tensor(3.0119, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
576,"tensor(2.9940, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
577,"tensor(2.9157, device='cuda:0', grad_fn=<NllLossBackward0>)",0.309
578,"tensor(2.9868, device='cuda:0', grad_fn=<NllLossBackward0>)",0.304
579,"tensor(3.0029, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
580,"tensor(2.9702, device='cuda:0', grad_fn=<NllLossBackward0>)",0.31
581,"tensor(2.8718, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
582,"tensor(2.9719, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
583,"tensor(2.9895, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
584,"tensor(2.8545, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
585,"tensor(3.0027, device='cuda:0', grad_fn=<NllLossBackward0>)",0.3
586,"tensor(3.1393, device='cuda:0', grad_fn=<NllLossBackward0>)",0.289
587,"tensor(2.8675, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
588,"tensor(2.9034, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
589,"tensor(3.1148, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
590,"tensor(2.9045, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
